incident_date,company,city,state,zipcode
7/6/13,Stewart Industrial Maintenance LLC, Tell City,IN,47586
10/27/10,Steele Rigging Corporation,Booneville,IN,47601
10/29/09,D&M Construction,Chandler,IN,47610
4/8/13,S C SAPP Inc.,Leopold,IN,47630
9/28/09,Brinks inc.,Evansville,IN,47711
3/6/13,Purina Animal Nutrition,Evansville,IN,47711
12/14/16,Red Spot Paint and Vanish Co.,"Evansville,",IN,47711
8/9/10,Bootz Industry,Evansville,IN,47712
8/2/13,L. Bolt Construction,Evansville,IN,47714
11/12/11,Danco Construction,Evansville,IN,47715
8/12/11,Nicholas Cable Communications,Terre Haute,IN,47801
7/23/10,Utili-Comm South inc.,Terre Haute,IN,47802
11/10/14,BSE,Terre Haute,IN,47802
8/15/11,Vigo County Parks & Recreation Department,Terre Haute,IN,47807
6/5/15,Great Dane,Brazil,IN,47834
3/21/16,Don Skelton Tree Service,Brazil,IN,47834
9/12/16,GE Betz,Sullivan,IN,47882
11/2/11,Ivy Tech Community College,Lafayette,IN,47903
10/25/12,Marriot TownPlace Suites,Lafayette,IN,47905
6/9/11,Milestone Contractors,Lafayette,IN,47906
3/28/12,Commercial Trade Source,Lafayette,IN,47906
7/17/13,Fairfield Contractors, West Lafayette,IN,47906
4/11/12,Purdy Concrete Inc.,Lafayette,IN,47909
10/25/11,Nucor,Crawfordsville,IN,47933
5/30/12,Lowe's Construction,Crawfordsville,IN,47933
9/26/16,Tate & Lyle Inc.,"Francesville,",IN,47946
6/27/12,Seven Hills Dairy LLC,Goodland,IN,47948
6/16/11,Indiana Dept of Transportation,Rensselaer,IN,47978
6/19/13,Newtown Farm Services,Veedersburg,IN,47987
4/11/13,Rose Hill Nursery,Berlin Twp,MI,48022
8/21/12,Oakland County Road Commission,Beverly Hills,MI,48025
3/20/13,Woodworks Construction,Franklin,MI,48025
9/6/16,Pro Exterior Renovation llc,Clinton Township,MI,48035
6/29/11,Coral Construction Co,Mt. Clemens,MI,48043
9/6/13,Powder Coat II,Mt Clemens,MI,48043
11/7/15,Dan's Excavating,Mount Clemens,MI,48046
4/23/16,Don & Sons Contracting llc,Romeo,MI,48065
3/21/16,Dan Milleville Tree Service llc,St. Clair Shores,MI,48080
3/10/12,Survey Solutions Inc.,St. Clair Shores,MI,48081
3/20/15,Warren Bar Processing,Warren,MI,48089
10/21/16,De-Cal Inc.,"Warren,",MI,48089
12/31/10,Sweet Dreams Pastry Shop,Warren,MI,48092
9/28/12,DiPonio Contracting,Shelby Twp,MI,48092
7/29/12,U.S. Postal Service,Allen Park,MI,48101
1/3/12,L & S Plumbing Inc.,Ann Arbor,MI,48103
6/27/16,Arc Roofing Group llc,Ann Arbor,MI,48103
12/20/11,Mead Brothers Excavating,Ann Arbor,MI,48104
8/16/16,Advanced Roofing Systems,"Arbor,",MI,48104
8/9/11,S & J Logging Inc.,Chelsea,MI,48118
1/11/17,Whiting Services Inc.,"Dearborn,",MI,48120
3/23/17,Wayne County - Department of Roads,"Taylor,",MI,48125
5/1/11,Autocatalyst Recycling Inc.,Dearborn,MI,48126
7/26/16,Fairlane Ford Sales,Dearborn,MI,48126
4/22/13,Platinum Mechanical Inc.,Dexter,MI,48130
3/8/11,U.S. Postal Service,Dundee,MI,48131
1/24/13,Grosse Ile Township,Grosse Ile,MI,48138
10/24/11,Spartan Steel Coating,Monroe,MI,48162
10/12/14,Moose Lodge,Northville,MI,48168
11/19/12,Beacon Exteriors Inc.,Brownstown Twp,MI,48173
7/22/16,Ideal Marine,Gibraltar,MI,48173
6/23/11,St. James Leasing,Romulus,MI,48174
5/10/13,Total Metal Services LLC,Romulus,MI,48174
2/29/16,Urban Foresters,Saline,MI,48176
1/11/12,U.S. Customs and Border Protection,Trenton,MI,48183
5/8/13,Wayne Westland Fire Dept.,Westland,MI,48185
11/28/11,Ethical Exteriors,Ann Arbor,MI,48198
10/12/15,Scodeller Construction Inc.,Detroit,MI,48210
4/26/16,Enviroserve JV Limited Partnership,Detroit,MI,48211
5/6/16,J.E. Dixon,Detroit,MI,48211
5/5/15,Fiat Chrysler Automobiles Jefferson North Assembly Plant,Detroit,MI,48215
5/6/15,FCA Jefferson North Assembly Plant,Detroit,MI,48215
8/13/15,AVPOL International LLC,River Rogue,MI,48218
5/9/13,Eagle Adjusting Services Inc., Ferndale,MI,48220
4/8/17,Hernandez Cement,"Ferndale,",MI,48220
6/22/12,Green Mountain Tree Service,Detroit,MI,48223
10/14/14,Supreme Heating and Cooling,Detroit,MI,48224
4/18/11,Wachter Network Services,Harper Woods,MI,48225
4/18/15,US Steel Great Lakes Works,Ecorse,MI,48229
8/3/11,Chrysler Group Transport,Detroit,MI,48234
12/3/12,LPC Landscaping,Oak Park,MI,48237
10/7/14,Altria Group Distribution Co.,Redford,MI,48239
11/10/16,Green Trees Inc.,"Hills,",MI,48304
12/15/12,Sodecia Sterling Heights,,MI,48314
3/21/13,Mollertech LLC,Shelby Twp,MI,48315
7/19/16,Johni Semma DBA Johni Semma,"Bloomfield,",MI,48322
6/26/16,Delta Engineered Plastics llc,Auburn Hills,MI,48326
9/14/16,Jimenez Construction,Berkley,MI,48329
12/9/11,Kraft Foods North America,Farmington Hills,MI,48335
1/8/15,NBI Construction Services,Hills,MI,48336
11/4/16,Seven Brothers Painting Inc.,"Pontiac,",MI,48342
6/23/11,Clawson Tank Co.,Clarkston,MI,48346
10/28/16,IC Waterfalls,"Clarkston,",MI,48348
4/11/17,Residential Design Works Inc.,"Clarkston,",MI,48348
7/20/11,Highland House,Highland,MI,48356
6/19/12,Powers Distributing Company,Orion,MI,48359
4/15/15,Manny's Landscaping,Oakland,MI,48363
7/29/15,Cory Ness,Leonard,MI,48367
2/20/13,Slone Builders,White Lake,MI,48386
7/18/15,Three M Tool & Machine Inc.,Township,MI,48390
11/17/14,Sandy's Landscape Inc.,Deckerville,MI,48427
3/1/12,Professional Roofing Services Inc.,Ortonville,MI,48433
10/17/16,Springfield Industries LLC,"City,",MI,48444
11/4/14,Lapeer Industries,Lapeer,MI,48446
4/7/17,Lapeer Industries Inc.,"Lapeer,",MI,48446
8/3/11,Nix Contr LLC,Linden,MI,48451
2/6/13,Mass Transportation Authority,Mt Morris,MI,48458
10/7/14,Andreski Huron Tree Service LLC,Port Austin,MI,48467
8/9/11,Rod Van Erp Farm LLC,Ubly,MI,48475
3/17/15,Corsair Engineering Inc.,Flint,MI,48506
2/1/17,Chieftain Contract Services,"Burton,",MI,48529
6/4/13,First Ward Community Service,Saginaw,MI,48601
3/7/17,Hi-Tech Steel Treating Inc.,"Saginaw,",MI,48601
5/28/15,Stress-Con Industries,Saginaw,MI,48604
4/27/16,Haas Building-Remodeling llc,Saginaw,MI,48604
7/5/11,McDonagh Amusements Inc.,Chesaning,MI,48616
12/13/12,K&S Logging LLC,Gladwin,MI,48624
2/28/15,Gladwin Rural Urban Fire Department,Gladwin,MI,48624
8/19/13,Lake Painting Inc.,Midland,MI,48640
8/15/16,Jared's Tree Service,Rose City,MI,48654
5/30/11,Pine Grove Farm,Standish,MI,48658
8/25/15,Shannon Dream Inc. dba Michigan Mud Jacking,West Branch,MI,48661
7/13/15,Bourdow Contracting LLC,Center,MI,48710
9/19/16,Kappen Tree Service,Warren,MI,48726
1/17/13,Turner Bean & Grain Inc.,Turner,MI,48765
10/22/16,Belding Fruit Storage Inc.,"Belding,",MI,48809
11/30/16,Spectrum Industries Inc.,"Belding,",MI,48809
9/29/11,Integral Bldrs LLC,Dewitt,MI,48820
7/7/15,Ventra Ionia,Ionia,MI,48846
2/18/13,Summit Roofing,Howell,MI,48855
10/23/14,Zmitko Farms,Owosso,MI,48867
5/29/15,Clark Engineering,Owosso,MI,48867
9/16/15,Industrial Railroad Services,Webberville,MI,48892
2/8/12,Larry Simon Dairy Farm,Westphalia,MI,48894
9/20/11,A-1 Tree and Landscape,Lansing,MI,48911
10/28/16,Sackrider Farms LLC,"Creek,",MI,49014
10/18/12,Total Fire Protection Inc.,Benton Harbor,MI,49022
3/22/16,Southwest Transport,Benton Harbor,MI,49023
6/22/12,Consumers Energy,Jonesville,MI,49028
7/12/12,Thomas Logging LLC,Climax Twp,MI,49034
6/23/11,DH Roberts Construction of Jonesville,Battle Creek,MI,49036
1/23/13,John Miller Construction,Coldwater,MI,49036
12/13/11,Pulverdryer USA,Springfield,MI,49037
9/21/16,Kalamazoo Tree Service,Kalamazoo,MI,49048
6/5/12,Renewed Earth,Otsego,MI,49078
4/21/11,Ronald J Overbeek Contr. Inc.,Plainwell,MI,49080
10/3/16,Phillips Tree Service LLC,"Schoolcraft,",MI,49087
7/21/15,Jonathon Hochstetler Farm,Vermontville,MI,49096
7/14/15,H & H Feed and Grain,Inc.                                    Vicksburg,MI,49097
8/9/11,Watervliet Public Schools,Watervliet,MI,49098
8/16/16,Carl Stone & Son Electrical Contractor,Waterliet,MI,49098
3/17/13,White Pigeon Paper Co.,White Pigeon,MI,49099
10/13/16,Buchanan Pallet Products,"Buchanan,",MI,49107
6/12/13,B&H Tractor and Truck,Jackson,MI,49201
7/25/12,Next Specialty Resins,Addison,MI,49220
9/5/13,Dan Hoe Excavating,Grand Haven,MI,49242
8/31/15,US Rock LLC,Jonesville,MI,49250
11/13/12,Forever Green Tree Solutions LLC,Parma,MI,49269
8/25/16,Dan Vos Construction Co.,Ada,MI,49301
9/15/16,TFC Construction,Caledonia,MI,49316
6/27/15,Bosveld Inc.,Lowell,MI,49331
11/10/15,Spartan Farms,Sparta,MI,49345
12/11/15,Feenstra Brothers Farm and Greenhouse,Allendale,MI,49401
11/1/16,H E S / A & B Farms,"Holland,",MI,49423
6/6/12,Nu Pak Solutions Inc.,Norton Shores,MI,49441
11/4/11,Sun Chemical Corporation,Muskegon,MI,49442
8/10/16,East Muskegon Roofing & Sheet Metal,Holland,MI,49445
11/1/14,Binkard Trucking LLC,Ravenna,MI,49451
5/8/13,Shoreline Metal Fabricators Inc., Rothbury,MI,49452
9/29/16,James W Grantz,"Shelby,",MI,49455
7/2/12,Black River Builders,Zeeland,MI,49464
2/21/12,Department of Human Services,Grand Rapids,MI,49507
8/7/13,Trees Inc.,Grand Rapids,MI,49507
6/18/12,Mill Steel Company,Grand Rapids,MI,49508
10/13/11,Walker Police/Fire Department,Walker,MI,49534
10/3/14,Trees Inc.,Grand Rapids,MI,49534
7/8/15,Profile Industrial Packaging Corporation,Walker,MI,49544
2/8/16,Action Traffic Maintenance,Cadillac,MI,49601
8/15/11,Ron Brown and Sons Inc.,Bear Lake,MI,49614
12/18/15,Long Acre Livestock LLC,Buckley,MI,49620
9/19/11,The Indian Club,Irons,MI,49644
7/3/12,Express Tire Service Inc.,Kalkaska,MI,49646
11/16/11,Leelaunau Fruit Co.,Suttons Bay,MI,49682
4/26/16,Burnette Foods,East Jordan,MI,49727
11/23/10,US Postal Service,Petoskey,MI,49770
8/19/16,Presque Isle Harbor Association,Presque Isle,MI,49777
7/19/11,W W Fairbairn & Sons Inc.,Walloon Lake,MI,49796
12/15/11,J F Ahern Co.,Escanaba,MI,49829
5/30/12,Manistique Papers Inc.,Manistique,MI,49854
5/1/15,Houghton City,Houghton,MI,49931
5/1/15,Houghton City,Houghton,MI,49931
1/6/16,JRS Excavating,Altoona,IA,50009
6/7/16,Adventureland of America,Altoona,IA,50009
5/18/12,Manatts Inc.,Ames,IA,50010
6/19/15,ESL Construction,Ames,IA,50010
10/23/14,Wal-Mart Transportation,Ankeny,IA,50021
4/2/10,Peterson Construction,Blairsburg,IA,50034
9/30/11,Art Rodriguez,Colfax,IA,50054
2/17/16,Tri-State Tower,Ellsworth,IA,50075
7/21/16,Michels Corporation,Huxley,IA,50124
4/13/17,Emerson,"Marshalltown,",IA,50158
9/26/13,Iowa Erosion Control Inc.,Liberty Center,IA,50166
12/4/12,TSL Transportation Inc.,Newton,IA,50208
2/15/16,Panorama Community Schools,Panora,IA,50216
6/26/15,Speck Plumbing and Heating,Story City,IA,50248
5/5/16,Nedgo Services,West Des Moines,IA,50265
11/13/12,Bisom Trucking,Des Moines,IA,50309
6/19/13,Recycling Inc. Des Moines,,IA,50309
11/10/14,The Color Store,Des Moines,IA,50313
10/6/16,Advanced Renovators LLC,"Moines,",IA,50314
3/29/10,Anderson Erickson Dairy,De Moines,IA,50317
9/15/10,United Parcel Service inc.,Des Moines,IA,50321
7/5/12,Mail Contractors of America,Urbandale,IA,50322
7/1/10,Larson Construction Company Inc.,Independence,IA,50344
1/14/10,Mercy Medical Center,Mason City,IA,50401
7/7/10,Latham Hi Tech Seeds,Alexander,IA,50420
2/17/10,Eaton Corporation,Belmond,IA,50421
6/26/10,JBS Auto Parts,Inc. Britt,IA,50423
8/14/15,Riley Armstrong Plumbing,Fort Dodge,IA,50501
3/3/10,Wireline Control Services,Alice,TX,50518
10/24/15,North Central Cooperative,Clarion,IA,50525
8/26/15,Farmer's Cooperative Company,Farnhamville,IA,50538
11/17/15,Heritage Equipment Company,Lytton,IA,50561
6/10/11,D.C.G. Peterson Brothers,Manson,IA,50563
9/17/11,Knecht Farm Drainage,Charles City,IA,50616
5/2/16,Snelling Construction,Denver,IA,50622
10/1/10,Nutri-Ject,Hudson,IA,50643
6/5/15,Ritel Copter Service,Hudson,IA,50643
1/17/11,Wisconsin Plastic Drain Tile Corp.,Jesup,IA,50648
7/6/11,Casey's General Stores,La Porte City,IA,50651
3/14/13,Schneider Milling Inc.,Waverly,IA,50677
10/8/14,City of Waverly ,Waverly,IA,50677
6/25/13,John Deere Company,Waterloo,IA,50701
7/5/13,Stickfort Construction Corporation,Waterloo,IA,50701
10/4/15,Black Hawk Roofing Company,Waterloo,IA,50701
3/10/11,John Deere PEC Waterloo,Waterloo,IA,50702
9/15/16,Black Hawk Waste Disposal Company Inc.,"Waterloo,",IA,50703
1/8/15,Green Valley Chemical Corp.,Creston,IA,50801
10/7/14,Holly A Brown Construction,Correctionville,IA,51016
1/21/11,Certified Testing Services Inc.,Orange City,IA,51041
12/20/12,Roorda Dairy LLC,Paullina,IA,51046
3/19/16,Performance Contractors,Sergeant Bluff,IA,51054
7/18/11,Sioux City Engineering Co.,Sioux City,IA,51103
10/15/11,W.A. Klinger,Sioux City,IA,51104
11/10/12,Nelson Engineering Construction Inc.,Sioux City,IA,51106
4/4/12,Demco Manufacturing Co.,Boyden,IA,51234
7/20/11,JL Cattle,Inwood,IA,51240
4/14/12,G&G Egg Inc.,Spencer,IA,51301
9/6/11,MaxYield Cooperative,Dickens,IA,51333
10/31/14,City of Estherville,Estherville,IA,51334
3/23/13,Magnussen Brothers Inc.,Fostoria,IA,51340
9/26/16,NuStar Pipeline Operating Partnership LP,Milford,IA,51351
6/7/11,Cooperative Elevator Assoc.,Ocheyedan,IA,51354
8/22/11,NextEra Energy Resources,Ocheyedan,IA,51354
6/3/13,Tom's Plumbing & Heating,Spirit Lake,IA,51360
12/12/10,Rotert Construction Company,Carroll,IA,51401
2/9/12,Omaha Refinishing,Council Bluffs,IA,51501
7/31/12,Iowa DNR - Lake Manawa State Park,Council Bluffs,IA,51501
3/8/11,Railworks Track Systems,Council Bluffs,IA,51503
10/10/16,CHS Inc.,"Bluffs,",IA,51503
4/24/12,Oxton Transport Inc.,Red Oak,IA,51566
2/8/11,Dubuque Community School District,Dubuque,IA,52001
12/15/10,Bellevue Community Schools,Bellevue,IA,52031
2/8/12,Redmond Construction Inc.,Bernard,IA,52032
7/27/11,Elliot Brothers Truck Line,Dysart,IA,52224
8/30/10,Swanson Glass Inc.,Iowa City,IA,52242
7/12/10,Streb Construction Co. Inc.,Iowa City,IA,52244
7/12/10,Streb Construction Co. Inc.,Iowa City,IA,52244
7/9/12,Consumers Cooperative Society,Kalona,IA,52247
3/10/17,Chris Schlabach Construction,"Kalona,",IA,52247
12/29/15,Benton Grain Company llc,Keystone,IA,52249
5/1/12,A-1 Siding Inc.,Marion,IA,52302
9/10/12,Concrete Foundations Inc.,Highway X20 and Abbe Hills Road,IA,52314
8/1/13,Arndt Enterprises Inc.,Mt. Vernon,IA,52314
3/21/16,City of North Liberty,North Liberty,IA,52317
4/20/16,Iowa Premium llc,Tama,IA,52339
8/12/13,Dave Gryp Construction Inc.,Victor,IA,52347
11/18/16,Mark's Sanitation & Recycling,"Washington,",IA,52353
2/3/11,Kaufman Enterprises Inc.,Williamsburg,IA,52361
5/3/11,Ryan Companies US,Cedar Rapids,IA,52401
2/22/10,Ricklefs Excavating LTD,Cedar Rapids,IA,52404
9/30/13,Cramer & Associates Inc.,Cedar Rapids,IA,52404
9/22/16,Patrick Reiley Masonry,Ottumwa,IA,52501
6/24/13,Cantril Feed and Grain,Cantril,IA,52542
5/12/12,Wal-Mart Stores Inc.,Fairfield,IA,52556
2/9/10,KAL Services,Oskaloosa,IA,52577
3/17/16,Seymour Tire,Seymour,IA,52590
3/17/16,Seymour Tire,Seymour,IA,52590
8/27/15,Rexco Equipment Inc.,Burlington,IA,52601
3/26/11,Pinnacle Foods Group LLC,Fort Madison,IA,52627
5/12/13,Mike's Landscaping and Tree Service, Fort Madison,IA,52627
2/27/17,Grout Scouts Inc.,"Yarmouth,",IA,52627
4/22/17,Ameren Missouri,KEOKUK,IA,52632
11/4/14,JDM Contracting,Middletown,IA,52638
3/28/16,300 Industrial,Mt. Pleasant,IA,52641
5/24/11,Klapp Roofing Company,Bettendorf,IA,52722
7/16/12,Aluminum Co. of America Bettendorf,,IA,52722
7/13/10,TMK/IPSCO,Camanche,IA,52730
12/17/15,Economy Coatings Systems,Camanche,IA,52730
8/24/10,JMF Company,Bettendorf,IA,52732
7/23/16,Archer Daniels Midland (ADM),Clinton,IA,52732
6/24/13,Krieger Collison Center,Muscatine,IA,52761
9/28/09,B & C Auto Inc.,Davenport,IA,52806
12/11/12,Hawkeye Paving Corporation,Davenport,IA,52807
6/11/15,Costello Construction Inc.,Davenport,IA,52807
7/29/15,Acadian Enterprises Inc.,Davenport,IA,52807
9/11/15,Harvest Bible Chapel,Davenport,IA,52807
4/4/17,Hawkeye Paving Corporation,"Davenport,",IA,52807
5/29/13,K & D Transportation Inc.,Adell,WI,53001
9/10/12,Willman Industries Inc.,Cedar Grove,WI,53013
11/26/14,Paul Lyshawa,Delafield,WI,53018
12/12/10,Glenn Hepfner,Hartford,WI,53027
9/21/11,Mid-State Equipment,Jackson,WI,53037
9/5/12,Pentair,Brookfield,WI,53045
5/24/16,Nelson Tree Service,New Holstein,WI,53061
5/24/10,Phillips Construction,Pewaukee,WI,53072
10/1/12,International Paper Company,Pewaukee,WI,53072
4/29/15,Sheboygan Paper Box Company,Sheboygan,WI,53082
11/28/11,Vivid Image,Theresa,WI,53091
2/11/11,HB Performance Systems Inc.,Mequon,WI,53092
1/27/12,Esquire Construction LTD,Mequon,WI,53092
3/15/16,Carlson Tool & Manufacturing Corp,Mequon,WI,53092
7/1/16,Carlson Tool & Manufacturing Corp,Mequon,WI,53092
2/29/16,Personalized Coaches Inc,Waldo,WI,53093
4/4/13,Balyasny Asset Management LP,Mequon,WI,53097
11/3/16,ATI Ladish Forging,"Cudahy,",WI,53110
11/4/12,Badger Grain Company Inc.,Darien,WI,53114
11/23/11,Javco Trailer Sales Inc.,Franksville,WI,53126
3/21/17,The Bon-Ton Department Stores Inc.,GREENDALE,WI,53129
8/16/10,Super Mix of Wisconsin Inc.,Kenosha,WI,53144
5/6/13,T.H. Ryan Cartage Company,Kenosha,WI,53144
7/3/12,Krause Building LLC,Lake Geneva,WI,53147
3/3/15,Porta-Blast Inc.,Pleasant Prairie,WI,53158
2/8/11,Green 46 Recycling,Rochester,WI,53167
11/19/09,Beyond Green inc.,Paddock Lake,WI,53168
9/8/11,Caterpillar,Milwaukee,WI,53172
3/4/15,Waukesha Iron & Metal Inc.,Waukesha,WI,53186
1/13/15,White Rock 2 LLC,Waukesha,WI,53188
1/11/10,HIP Inc. Milwaukee,,WI,53202
5/7/15,Pateteria Montealban LLC,Milwaukee,WI,53204
4/19/17,Riveras Roofing,MILWAUKEE,WI,53204
4/11/16,Pium XI Catholic High School Inc,Milwaukee,WI,53213
7/28/13,1706 S. 68th St.,West Allis,WI,53214
2/28/15,Michels Corporation,Milwaukee,WI,53214
2/16/10,Galland Henning Nopak inc.,West Milwaukee,WI,53215
6/7/11,Acme Galvanizing,Milwaukee,WI,53215
6/13/10,Wiper Technologies inc.,Milwaukee,WI,53223
10/18/16,David T. Lozano,"Milwaukee,",WI,53223
8/2/12,TCI LLC,Milwaukee,WI,53224
8/30/11,ASI Technologies,Milwaukee,WI,53225
3/12/12,Children's Hospital & Health System,Milwaukee,WI,53226
2/1/15,D.R. Diedrich & Co. Ltd,Milwaukee,WI,53233
4/18/16,Daniel Reyes,Racine,WI,53404
4/20/13,Woodman's Food Market Inc.,Beloit,WI,53511
8/7/15,Clean Sweep Co.,Beloit,WI,53511
6/24/16,Brandenburg Inc,Beloit,WI,53511
9/8/15,Curtis A. Kvalo,De Forest,WI,53532
8/1/12,Spacesaver Corporation,Fort Akinson,WI,53538
5/5/13,Schneider National Carriers Inc.,Janesville,WI,53546
4/6/11,Michels Pipeline,Livingston,WI,53554
1/11/11,Slack's Inc.,Lodi,WI,53555
11/7/12,Wick Buildings LLC,Mazomanie,WI,53560
4/19/13,United Ethanol LLC,Milton,WI,53563
12/20/14,J & S Slurry LLC,Morrisonville,WI,53571
11/13/16,O'Brien Trucking Inc.,OREGON,WI,53575
12/23/14,Seven Seeds Farm LLC,Spring Green,WI,53588
4/3/17,Don's Mobile Manor Inc.,WAUNAKEE,WI,53597
8/17/15,McGann Construction Inc.,Madison,WI,53703
6/3/10,Delta Airlines,Madison,WI,53704
5/1/13,Scott Schultz Roofing and Painting,Madison,WI,53704
2/20/15,Badgerland Metal Building Erectors Inc.,Madison,WI,53713
9/23/11,QTI Management Services,Madison,WI,53714
2/2/16,Mega Marts LLC,Madison,WI,53718
9/4/15,Mathre Electric,Fennimore,WI,53809
12/25/11,Cardinal FG Company,Portage,WI,53901
7/5/15,MasterCorp Inc.,Baraboo,WI,53913
10/18/09,American Packaging Corp.,Columbus,WI,53925
7/2/16,G.D. Roberts & Co Inc,Columbus,WI,53925
8/5/11,Sai's Truck Repair Inc.,Mauston,WI,53948
4/27/15,Outer Limits Express LLC,Poyinette,WI,53955
12/3/10,Helping Hands Recycling,Reedsburg,WI,53959
1/22/16,St. Croix Castings Inc,Woodville,WI,54028
10/13/15,Eric Lambie,Black Creek,WI,54106
11/8/11,Brillion Iron Works,Brillion,WI,54110
4/20/12,Lunda Construction Company,De Pere,WI,54115
8/23/13,Erie Insurance Group,Hobart,WI,54115
5/14/15,Holsum Dairies LLC,Hilbert,WI,54129
2/2/15,Team Industries Inc.,Kaukauna,WI,54130
11/10/15,Krepline Trucking & Excavating Inc.,Kaukauna,WI,54130
8/28/13,Charter,Keshena,WI,54135
11/3/10,Menominee Tribal Enterprises,Neopit,WI,54150
6/16/10,Stuart & Kim Sorenson Feed and Grain LLC.,Zachow,WI,54182
6/7/13,Village Mart Inc,Denmark,WI,54208
7/9/11,Mike Howe Builders,Two Rivers,WI,54241
2/7/10,Julies Café LLC,Green Bay,WI,54301
2/21/11,Master Fleet,Green Bay,WI,54304
12/2/10,Faith Technologies,Green Bay,WI,54307
2/8/16,Fairchild Equipment Inc,Green Bay,WI,54311
2/4/10,Schneider National Carriers,Green Bay,WI,54313
12/29/16,The Finished Touch LLC,SUAMICO,WI,54313
3/2/17,KA Bulk Transport LLC,HOWARD,WI,54313
5/31/12,Steel Structures Inc.,Wausau,WI,54401
1/15/17,Veritas Steel LLC,WAUSAU,WI,54401
3/23/17,GHIDORZI CONSTRUCTION LLC,WAUSAU,WI,54401
5/7/15,Dorshorst Trucking & Excavating LLC,Auburndale,WI,54412
4/30/11,Zellner Tire Center,Blenker,WI,54415
11/28/10,Kurk Haslow Farms,Loyal,WI,54449
6/14/16,Crystal Finishing Systems Inc,Mosinee,WI,54455
2/9/10,Quality Surface Processing,Schofield,WI,54476
12/14/16,A&B PROCESS SYSTEMS INC,STRATFORD,WI,54484
12/19/16,Big Dawg Express,STRATFORD,WI,54484
7/17/12,Inland Systems Incorporated,Tomahawk,WI,54487
12/28/10,Amerigas,Eagle River,WI,54521
11/15/16,Chitko Bros. Lumber LLC,TIPLER,WI,54542
12/14/11,Conway Auto Service,La Crosse,WI,54601
7/3/13,Brennan Marine Inc.,LA Crosse,WI,54603
7/29/13,Torrance Casting Inc.,La Cross,WI,54603
4/9/15,Jahn Transfer Inc.,La Crosse,WI,54603
8/23/10,Bechel Brothers Inc.,Blair,WI,54616
12/1/14,Jammin Turtles LLC,Fountain City,WI,54629
12/9/11,VPP Group,Norwalk,WI,54648
5/29/13,US Army Reserve,Fort McCoy,WI,54656
11/24/10,Melton Truck Lines,Eau Claire,WI,54703
11/7/16,Leonard's Express Inc.,CLAIRE,WI,54703
7/2/15,Seibel Family Farm,Bloomer,WI,54724
9/8/16,Wirth Brothers Excavating LLC,Chetek,WI,54728
12/20/10,Lewis Construction INC,Chippewa Falls,WI,54729
8/22/16,Huffcutt Concrete Inc,Chippewa Falls,WI,54729
1/30/12,Sutten Pulp Cutting,Cornell,WI,54732
9/20/13,Overgard Inc.,Eleva,WI,54738
10/26/09,Val-O-Mo Farm inc.,Elmwood,WI,54740
10/20/14,David E. Wilkens Inc.,Osseo,WI,54758
7/20/15,J & L Fleet Services LLC,Osseo,WI,54758
11/3/11,Gordys Pump Service,Spring Valley,WI,54767
4/25/11,Ace Ethanol,Stanley,WI,54768
1/30/12,Mahr City View Dairy Inc.,Stanley,WI,54768
9/1/16,Burnett Dairy Cooperative,Frederic,WI,54837
11/21/14,Burnett Dairy Cooperative,Grantsburg,WI,54840
1/23/17,Jay's Tree Care LLC,HIGHBRIDGE,WI,54846
7/28/15,Walmart,Ladysmith,WI,54848
10/27/15,Clearwater Paper Corporation,Ladysmith,WI,54848
8/8/10,North Central Power,Winter,WI,54862
5/17/12,Priemo Homes,Siren,WI,54872
12/1/10,Burlington Northern Santa Fe,Superior,WI,54880
5/21/13,White Cedar,Superior,WI,54880
9/21/15,Lunda Construction Co.,Superior,WI,54880
8/4/10,Northwest Cable Construction,Oshkosh,WI,54901
7/5/12,Spancrete,Oshkosh,WI,54901
9/9/15,Serwas Window Cleaning Service LLC,Oshkosh,WI,54901
7/10/12,State Farm,Oshkosh,WI,54904
5/2/13,Griesbach Farm,Appleton,WI,54913
8/10/11,Sadoff & Rudoy Industries,Fond du Lac,WI,54935
1/19/10,Stuart's Landscaping,Fond du Lac,WI,54937
8/7/12,ACH Foam Technologies,Fon Du Lac,WI,54937
5/4/16,Mark Maloney,Neenah,WI,54956
7/19/11,Graichen Sanitation,New London,WI,54961
5/2/13,Mortenson Brothers Farms Inc.,Plainfield,WI,54966
7/3/12,Laning's Dairy Supply,Rosendale,WI,54974
8/21/10,Genesis Wireless,Braham,MN,55006
5/23/11,Cambridge Fire Dept.,Cambridge,MN,55008
7/31/10,C-Bar-J Corporation,Cannon Falls,MN,55009
12/13/12,Waste Management,Cannon Falls,MN,55009
2/12/15,O'Reilly Auto Parts,Cannon Falls,MN,55009
6/13/16,Spartan Staffing,Cottage Grove,MN,55016
12/27/16,Kris Kay Truck Lines Inc.,"Grove,",MN,55016
1/16/10,Nick Ries Farms,Hastings,MN,55033
10/12/11,L & D Sign,Centreville,MN,55038
10/23/09,TD & I Cable Maintenance,Lakeland,MN,55043
6/30/15,DSM Excavating Co.,Lakeville,MN,55044
11/15/15,GenPak LLC,Lakeville,MN,55044
1/21/16,Lennar Corporation,Lakeville,MN,55044
11/4/16,Town & Country Fence Inc.,"Wing,",MN,55066
6/13/16,Vortex Drain and Tiling llc,South St. Paul,MN,55075
11/3/09,CHS Inc.,Inver Grove Heights,MN,55077
