incident_date,company,city,state,zipcode
3/28/15,Baldinger Bakery,St. Paul,MN,55106
12/28/11,Volt Workforce Solutions,St. Paul,MN,55107
6/15/10,Delta Airlines,St. Paul,MN,55111
9/23/13,Anderson Produce Company Inc.,Roseville,MN,55113
11/25/16,Kirk Almendinger Contracting,"Roseville,",MN,55113
11/27/15,Menards,West St. Paul,MN,55118
7/18/11,Landscape Solutions,Mendota Heights,MN,55120
6/30/11,Precision Tree and Landscaping,Apple Valley,MN,55124
3/22/17,Visu-Sewer Inc.,"Woodbury,",MN,55125
6/2/16,Charlie Hall Disposal,Vadnais Heights,MN,55127
3/19/12,Home Goods,Oakdale,MN,55128
9/26/11,Demas Enterprises,Dallas,TX,55210
3/16/11,Iowa Bridge and Culvert,Iowa City,IA,55242
7/25/16,Dave Perkins Contracting,Minnetonka,MN,55305
5/12/11,Daves Tree Service,Bock,MN,55313
10/27/12,Valley View Electric Inc.,Buffalo Lake,MN,55314
7/13/11,DirectSat USA,Elk River,MN,55330
10/13/11,Egan Company,Burnsville,MN,55337
6/13/11,Westside Wholesale Tire,Hamel,MN,55340
12/10/16,Home Depot,"Prairie,",MN,55344
7/15/13,Midwest Machinery Company,Howard Lake,MN,55349
10/19/11,Blackowiak Disposal Inc.,Mound,MN,55364
7/8/15,Crystal Welding Maple Grove,,MN,55369
7/23/15,Metal Fabricating Plant,Prior Lake,MN,55372
6/5/12,Veit & Company Inc.,Rogers,MN,55374
9/10/13,Rachel Contracting Inc.,St. Paul,MN,55376
9/30/13,Cross Creek Farms Inc.,Shakopee,MN,55379
1/2/17,Rahr Corp,"Shakopee,",MN,55379
8/10/11,Excel Energy,Granite Falls,MN,55401
10/22/12,SM Hentges & Sons,Minneapolis,MN,55401
8/6/15,Outdoor Images Inc.,Maple Grove,MN,55407
6/21/12,BPS Inc.,Minneapolis,MN,55413
8/26/15,Minnesota Viking Stadium,Minneapolis,MN,55415
12/29/09,Burlington Northern Santa FE Railroad Fridley,,MN,55421
1/20/12,Peine Construction Corp.,Edina,MN,55424
6/10/11,Squeegee Squad,St. Louis Park,MN,55426
6/10/11,Rainbow,Minneapolis,MN,55427
1/28/16,City of Bloomington,Bloomington,MN,55431
8/15/11,Hennen Siding,Fridley,MN,55432
12/18/14,Crate and Barrel,Edina,MN,55435
6/10/10,Arbuckle Construction,Minneapolis,MN,55438
3/14/12,Premier Precision Group-Sternel,Plymouth,MN,55441
7/13/11,RMG Construction Contractors LLC,Brooklyn Park,MN,55445
10/7/16,Meadowlark Construction Inc.,"Plymouth,",MN,55447
5/23/10,Cirrus Flight Operations,Blaine,MN,55449
10/25/16,Gary Carlson Equipment Co.,"Blaine,",MN,55449
11/12/14,Wells Fargo Bank,Minneapolis,MN,55479
4/30/13,Lake County,Finland,MN,55603
4/13/15,Sonju Two Harbors,Two Harbors,MN,55616
5/16/13,Wilderness Inc. dba Ely Campgrounds Concessional,Ely,MN,55731
10/4/12,Ulland Brothers,Highway 23,MN,55798
9/3/10,MN Power,Duluth,MN,55802
2/6/17,Fraser Shipyards Inc.,DULUTH,MN,55807
12/30/14,Reed's Boarding & Lodging LLC,Duluth,MN,55808
5/23/11,Cross Country Courier,Hermantown,MN,55810
5/31/16,Top Productions LLC,Napa,CA,55894
2/17/10,Jeff Schoenfelder Farms,Rochester,MN,55904
6/28/10,ABECO,Rochester,MN,55904
2/27/15,James Sandmire,Rochester,MN,55904
9/27/11,Blooming Prairie Well Co.,Blooming Prairie,MN,55917
5/28/15,Norby Tree Service,Mabel,MN,55954
4/2/12,Rumstick Construction Inc.,Rollingstone,MN,55969
11/7/09,Roger Schartz & Sons inc.,Rose Creek,MN,55970
1/4/11,Mikrut Properties,Winona,MN,55987
8/27/15,CD Corporation,Winona,MN,55987
10/25/09,CRI,Shawano,WI,55992
4/12/10,Cub Foods Mankato West,Mankato,MN,56001
6/1/10,Mankato Place Ramp,Mankato,MN,56001
4/3/13,Samuelson Funeral Services In.,Mankato,MN,56001
12/1/14,Tire Associates,Mankato,MN,56001
8/5/15,City of Belle Plaine,Belle Plaine,MN,56011
8/1/11,S&S Cabinets & Woodworking,Lake Crystal,MN,56055
9/22/16,C & J Waste Handling LLC,"LeSueur,",MN,56058
8/14/13,Aldridge Electric Inc.,New Prague,MN,56071
9/1/11,Davey Tree Care,St. Peter,MN,56082
4/22/10,Birds Eye Foods,Waseca,MN,56093
1/29/11,Emerson Network Power Connectivity Solutions,Waseca,MN,56093
9/13/15,Butterfield Foods,Butterfield,MN,56120
5/11/15,New Horizons Farms LLP,Jasper,MN,56144
5/11/15,VanHawk Power Washing,Jasper,MN,56144
7/26/16,City of Echo-Public Works,Echo,MN,56237
1/7/16,Syring Trucking,Granite Falls,MN,56241
9/1/12,CR Koehl and Sons Inc.,Hancock,MN,56244
2/27/12,Border Bin Erection LLC,Kerkhoven,MN,56252
2/23/15,Spartan Staffing,Marshall,MN,56258
9/20/11,Riverview LLC,Hancock,MN,56267
8/1/16,West River Dairy,Morris,MN,56267
4/1/13,Hedge & Herberg Inc., Ortonville,MN,56278
1/31/13,Southern Minnesota Beets Cooperative Renville,,MN,56284
10/3/14,US Postal Service,Taunton,MN,56291
9/22/13,Brighton Window Cleaning,St. Cloud,MN,56301
10/25/15,Crop Protection Services Inc.,Fairmont,MN,56301
2/21/11,Viking Coca Cola Bottling Company,St. Cloud,MN,56303
5/28/12,Verso Paper,Sartell,MN,56307
9/28/10,Douglas County Agricultural Associates Alexandria,Alexandria,MN,56308
12/27/12,Pope Douglas Solid Waste,Alexandria,MN,56308
3/8/17,HCMC,"Freeport,",MN,56331
8/9/16,Bauer Built Homes,Isle,MN,56342
11/30/10,Mille Lacs Band of Ojibwe,Onamia,MN,56359
9/25/13,Evergreen Acres Dairy,Paynesville,MN,56362
12/4/15,Joe's Excavating Inc.,Royalton,MN,56373
3/5/10,Big Boyz Truck,Motley,MN,56466
8/13/10,Grannis Construction,Detroit Lakes,MN,56505
3/7/11,Barnesville Bus Company,Barnesville,MN,56514
9/24/12,Custom Crushing & Recycling,Battle Lake,MN,56515
6/6/13,Ugstad Plumbing,,MN,56537
8/5/16,Gillespie Family Farm,Fergus Falls,MN,56537
10/30/09,KLN Enterprises inc.,Perham,MN,56573
5/17/12,ACME Tools and Rentals,Bemidji,MN,56601
4/27/13,Potlatch Corporation,Bemidji,MN,56601
8/21/12,White Brothers Logging,Cass Lake,MN,56633
10/8/16,Agassiz Drain Tile LLC,"Alvarado,",MN,56710
11/24/09,Bertils Gravel Y Excavation LLC,Crookston,MN,56716
5/3/10,George's Tire,Dickinson,ND,56801
11/7/11,Adams Thermal Systems,Canton,SD,57013
1/22/10,Shannon Platt Construction,Centerville,SD,57014
9/30/16,Hilltop Dairy,Elkton,SD,57026
12/29/16,Sorlien Electric Inc.,HURLEY,SD,57036
11/17/09,JJ Concrete inc.,North Sioux CIty,SD,57049
7/10/10,Speedy Rooter Inc.,North Sioux City,SD,57049
9/11/10,Johnson Feed inc.,North Sioux City,SD,57049
1/18/17,Signet Builders Inc.,SALEM,SD,57058
8/23/10,Moen Steel Erection,Sioux Falls,SD,57104
4/28/11,TJN Enterprises,Sioux Fall,SD,57104
4/19/13,Intex,Sioux Falls,SD,57104
9/13/16,Steel Erectors Inc,Sioux Falls,SD,57104
10/5/15,O.K. Construction,Sioux Falls,SD,57105
8/1/16,Gil Haugen Construction Inc,Sioux Falls,SD,57107
6/20/16,Dick Sorum Construction,Sioux Falls,SD,57110
5/20/16,Benchmark Foam,Watertown,SD,57201
6/11/10,Lux Brothers inc.,Millbank,SD,57252
7/8/13,US Fish & Wildlife Service,Pickstown,SD,57367
10/8/10,Wanzek Construction,White,SD,57383
7/23/13,Lien Transportation Company,Aberdeen,SD,57401
8/2/13,Swanson Electric LLC,Aberdeen,SD,57401
11/19/14,Full Circle Ag,Britton,SD,57430
9/4/12,Hansen Plumbing Inc.,Gettysburg,SD,57442
9/10/13,Sierra Steel Buildings Inc.,Northville,SD,57465
6/29/15,Anderson Western Inc.,Harrold,SD,57536
6/18/12,Zandstra Construction,Faith,SD,57626
12/22/09,South Dakota Wheat Growers Association,McLaughlin,SD,57642
5/20/10,Artic Car Sales inc.,Rapid City,SD,57701
4/27/12,Dakota Steel,Rapid City,SD,57702
6/5/12,Simon Contractors,Caputa,SD,57725
8/3/10,Mackaben Excavating llc,Spearfish,SD,57783
6/9/11,Dakota AG Cooperative,Kindred,ND,58051
6/14/16,Fraedrich Transport LLC,Wahpeton,ND,58075
5/25/12,Scott's Electric Inc.,West Fargo,ND,58078
12/17/14,Red River Commodities,Fargo,ND,58102
2/7/16,Cosentino Center of Minneapolis,Fargo,ND,58102
2/28/17,Custom Trucks & Auto Shine,FARGO,ND,58103
6/27/12,Midwest Steeplejacks,Fargo,ND,58104
5/26/15,Walmart,Grand Forks,ND,58201
3/29/17,Civil Contracting Services Inc.,FORKS,ND,58201
7/1/10,LM Glasfiber Inc.,Grand Forks,ND,58206
4/30/16,Woodshed Renewables,Finley,ND,58230
6/6/13,Diamond Surface Inc.,Manvel,ND,58256
9/18/10,Laducer House Moving,Belcourt,ND,58316
8/6/11,Kessler Construction,Munich,ND,58352
9/9/12,S.J. Louis Construction Inc.,Bismarck,ND,58501
12/7/15,Perrault Construction Inc,Hazen,ND,58545
10/18/11,Advantage Plumbing & Heating,Mencken,ND,58558
12/20/11,CR Petersen,Dickinson,ND,58601
4/2/12,A&R Construction,Dickinson,ND,58601
11/1/12,Western Oilfields Supply Company,Dickinson,ND,58601
1/15/15,C & D Oilfield Services Inc.,Dickinson,ND,58601
7/15/15,John T. Jones Construction Company,Dickinson,ND,58601
3/5/10,Erickson Contract Surveying inc.,Beach,ND,58621
1/4/17,C & D Oilfield Services Inc.,BELFIELD,ND,58622
7/28/11,Duppong's Inc.,Glen Ullin,ND,58631
4/5/10,Black Hills Trucking,Killdeer,ND,58640
1/7/12,Across Big Sky Flow Testing,Killdeer,ND,58640
8/6/12,Big Sky Well Service Inc.,Killdeer,ND,58640
10/22/12,K&R Roustabout Services Inc.,Killdeer,ND,58640
8/24/13,Not Trucking LLC,Killdeer,ND,58640
8/20/15,AWI Transport LLC,Killdeer,ND,58640
12/15/14,Fort Berthold Services LLC,Manning,ND,58642
5/3/13,Weatherford Pumping Unit,Marmarth,ND,58643
9/14/10,Clark's Heavy Equipment & Oil Field Service,Minot,ND,58701
12/2/14,Borsheim Builder Supply Inc.,Minot,ND,58703
5/25/13,Drilling Solutions,Lignite,ND,58752
1/31/12,Trans Power Electric,New Town,ND,58763
7/8/13,Monarch Tower,New Town,ND,58763
3/2/12,Frontier Drilling LLC,Palermo,ND,58769
5/12/10,ChapmanTrucking,Parshall,ND,58770
10/19/11,Midco Diving & Marine Services,Parshall,ND,58770
2/16/12,Key Energy Services Inc.,Plaza,ND,58771
6/20/16,Advanced Energy LLC,Ross,ND,58776
10/22/14,Houston Engineering,Stanley,ND,58784
1/26/15,Zeco Equipment LLC,Stanley,ND,58784
12/13/09,RES Investments,Williston,ND,58801
1/8/11,Cyclone Drilling,Williston,ND,58801
5/10/11,Nabors Drilling,Williston,ND,58801
8/15/12,Steamboat Energy Consultants,Williston,ND,58801
11/18/14,Nabors Drilling USA LP,Williston,ND,58801
12/9/14,Sun Well Service Inc.,Williston,ND,58801
9/1/15,Command Center,Williston,ND,58801
1/27/12,Patterson UTI,Keene,NC,58847
2/3/12,KKA Drilling LLC,Keene,ND,58847
10/9/14,Site Energy (USA) Inc.,Ray,ND,58849
11/8/10,Aevenia,Tioga,ND,58852
7/29/13,River Basin Contracting,Trenton,ND,58853
10/20/11,Metro Construction,Mckenzie,ND,58854
10/27/11,Noble Casing Incorporated,Watford City,ND,58854
10/11/12,Pyramid Residential Construction Inc.,Watford City,ND,58854
1/19/13,Haliburton Inc.,Watford City,ND,58854
1/31/13,Heller Casing Service Inc.,Watford City,ND,58854
7/3/13,Badlands Power Fuels LLC,Watford City,ND,58854
7/18/13,Falco Energy Transportation,Watford City,ND,58854
7/27/15,Badlands Power Fuels,Watford City,ND,58854
10/27/15,Stantech Consulting Services Inc.,Watford City,ND,58854
6/18/16,Most Wanted Well Service LLC,Watford City,ND,58854
7/9/16,Lunderby Trucking LLC,Watford City,ND,58854
11/11/16,Lunderby Trucking,CITY,ND,58854
4/17/17,SLETTEN CONSTRUCTION COMPANY,LIVINGSTON,MT,59047
10/4/15,Western Sugar Cooperative,Billings,MT,59101
11/28/16,J H Motors Inc.,BILLINGS,MT,59101
8/2/16,Ellerkamp Construction of Culberton,Culbertson,MT,59218
7/9/10,Nabors Well Services,Lambert,MT,59243
6/21/11,Prince,Savage,MT,59262
10/8/16,Midwest Power Inc,"Sidney,",MT,59270
3/23/10,Miles City Auction Yard Miles City,,MT,59301
9/7/10,Lonesome Dove Concrete Pumping,Great Falls,MT,59404
3/26/11,Kenco LLC.,Lincoln,MT,59639
8/5/10,US Dept. of Agriculture,White Sulphur Spgs,MT,59645
1/19/16,Yellowstone Mountain Club,Big Sky,MT,59716
8/5/10,Riverside Contracting inc.,Deer Lodge,MT,59756
8/19/13,Rick's Auto Body,Missoula,MT,59808
9/13/12,Mr Asphalt Inc.,Corvallis,MT,59828
9/13/12,Mr Asphalt Inc.,Corvallis,MT,59828
6/6/16,Roberts Logging Inc,Ronan,MT,59864
9/20/12,Bonneville Power Administration,Saint Regis,MT,59866
9/20/12,Bonneville Power Administration,Saint Regis,MT,59866
11/17/16,Pyramid Mountain Lumber Inc.,LAKE,MT,59868
11/30/16,BMC TRUSS & COMPONENTS,KALISPELL,MT,59901
5/6/10,North Western Energy,Columbia Falls,MT,59912
6/29/16,U.S. Forest Service,West Glacier,MT,59936
9/14/16,Pearson Construction,Whitefish,MT,59937
12/23/11,Janis Plastics Inc.,Antioch,IL,60002
5/22/12,Arens Controls Company LLC,Arlington Heights,IL,60004
10/14/09,Material Sciences Corporation,Elk Grove Village,IL,60007
4/10/10,Amitron Corp.,Elk Grove Village,IL,60007
10/7/10,Tikal Construction and Roofing,Elk Grove Village,IL,60007
6/7/12,Bes Packaging Corp.,Elk Grove Village,IL,60007
2/28/15,Clear Lam Packaging Inc.,Elk Grove Village,IL,60007
4/15/15,Acme Industries Inc.,Elk Grove Village,IL,60007
7/17/15,eWorks Electronic Services Inc.,Elk Grove Village,IL,60007
9/10/15,Bravo Roofing Inc.,Rolling Meadows,IL,60008
4/14/12,Knox Swan & Dog LLC,North Barrington,IL,60010
1/11/15,ASAP Environmental Inc.,Crystal Lake,IL,60012
3/29/11,Com Ed,Crystal Lake,IL,60014
10/2/09,Doherty Construction,Deerfield,IL,60015
11/3/09,US Aqua Vac inc.,Deerfield,IL,60015
11/23/15,Clingan Steel Inc.,Des Plaines,IL,60018
4/5/16,Omega Demolition Corp,Des Plaines,IL,60018
8/5/16,C.H. Robinson Company Inc,Des Plaines,IL,60018
2/8/11,Chicago Decking & Steel,Glenview,IL,60026
3/24/17,The Travel 100 Group Inc.,KENILWORTH,IL,60043
3/29/17,Chicagoland Paving Contractors Inc.,ZURICH,IL,60047
11/16/10,Advocate Condell Medical Center,Libertyville,IL,60048
10/7/10,Mt. Prospect Public Library,Mt Prospect,IL,60056
7/28/11,Dietz Vacuum Service Inc.,Mount Prospect,IL,60056
3/6/10,Valor Technologies inc.,Mt. Prospect,IL,60058
7/6/11,Apak,Mundelen,IL,60060
12/22/10,Kanaflex Corporation of Illinois,Vernon Hills,IL,60061
3/28/13,IL State Police - District #15,Northbrook,IL,60062
4/28/10,Stanley Steemer International inc.,Palatine,IL,60067
9/1/15,Midwest Property Services Inc.,Palatine,IL,60067
11/12/16,Juan Dopico dba 21st Century Roofing LLC,WAUKEGAN,IL,60087
11/29/12,Phoenix Industrial Cleaning,Whelling,IL,60090
11/4/15,GCW Inc.,Winnetka,IL,60093
8/22/11,IL Dept. of Transportation- District 1,Woodstock,IL,60098
5/4/15,R & M Contractor,Woodstock,IL,60098
11/9/10,Veolia Environmental Services,Zion,IL,60099
5/8/10,OUI Deliver,Addison,IL,60101
2/8/16,MHS Technical Services Inc,Addison,IL,60101
7/19/11,Alliance Contractors Inc.,Algonquin,IL,60102
4/5/10,Auto Truck Group inc.,Barlett,IL,60103
8/23/10,University of Illinois at Urbana-Champaign,Bartlett,IL,60103
5/16/16,W. Smith Cartage Company Inc,Bartlett,IL,60103
2/28/12,Allied Waste Services of North America LLC,Bensenville,IL,60105
7/21/10,Accelerated Courier Inc.,Bensenville,IL,60106
7/18/11,Imperial Steel Construction,Bensenville,IL,60106
9/8/15,William T. Connelly Inc.,Bensenville,IL,60106
12/12/11,Quality Scapes,Streamwood,IL,60107
3/16/13,Thornton's Gas Station,Streamwood,IL,60107
5/13/10,Scholastic Book Fair inc.,Bloomingdale,IL,60108
8/16/10,Platt Hill Nursery Inc.,Bloomingdale,IL,60108
5/9/13,FIC America,Bloomingdale,IL,60108
3/31/11,Panduit Corp.,Dekalb,IL,60115
11/11/10,Prestige Decorating,Elmhurst,IL,60126
7/25/11,Pool Hoopers,Franklin Park,IL,60131
2/25/11,Metropolitan Water Reclamation Dist.,Hanover Park,IL,60133
2/3/17,Identity Services LLC,GENEVA,IL,60134
6/14/16,Adkins Milk Hauling LLC,Genoa,IL,60135
8/11/15,Liberatore Electric Co.,Itasca,IL,60143
10/16/09,Fellow Roofing,Broadview,IL,60155
3/14/11,JKS Ventures,Melrose Park,IL,60160
8/19/11,Oakridge Cemetery Inc.,Hillside,IL,60162
2/15/10,Suburban Tire Company,St. Charles,IL,60174
5/17/11,Wallace Paving,West Chicago,IL,60185
9/16/16,Intercore Inc,Chicago,IL,60185
10/26/16,ADM Trucking Inc,"Chicago,",IL,60185
1/9/10,US Staffing Carol Stream,,IL,60188
6/26/10,Berlin Industries inc.,Carol Stream,IL,60188
2/2/15,MAAC Machinery Co. Inc.,Carol Stream,IL,60188
12/3/10,G & M Metals,Wood Dale,IL,60191
12/13/11,K & Y Designs,Schaumburg,IL,60195
7/25/13,J&M Hauling Co. Inc.,Evanston,IL,60201
5/16/13,Chicago Steel Construction LLC,Evanston,IL,60208
12/1/09,Rafael Torres dba Rafael Torres,Oak Park,IL,60302
10/18/09,Mark-It Stripping Corp.,Berywn,IL,60402
9/17/10,Midwest Fence Corporation,Forest View,IL,60402
4/4/12,Village of Stickney-Public Works,Stickney,IL,60402
8/7/16,Ortner Construction Inc,Crest Hill,IL,60403
1/13/17,LDS Superior Services LLC,HILL,IL,60403
2/22/10,George J. Roll & Sons inc.,Blue Island,IL,60406
10/13/10,Wood & Son Construction,Channahon,IL,60410
3/14/11,Vesuvius Chicago Heights Plant,Chicago Heights,IL,60411
4/4/13,Vesuvius USA Corporation,Chicago Heights,IL,60411
11/25/15,B & K Concrete and Construction,Chicago Heights,IL,60411
1/22/16,YRC Freight Co,Chicago Heights,IL,60411
10/31/09,Crowley-Sheppard Asphalt Co. Inc.,Chicago Ridge,IL,60415
4/16/16,Pablo's Tree Service,Dolton,IL,60419
3/30/10,Village of Homewood - Fire Department,Homewood,IL,60430
4/14/17,MILLER'S TOTAL COMFORT,JOLIET,IL,60431
2/13/15,Intermodal Services of America LLC,Joliet,IL,60436
8/23/11,Celestrial Landscaping & Construction,Lemont,IL,60439
9/30/11,Austin Tyler Construction,Lockport,IL,60441
1/4/16,J&M Wood Products,Lockport,IL,60441
5/19/10,Alpha Auto Repair llc,Crestwood,IL,60445
12/30/14,Village of Midlothian - Fire Department,Midlothian,IL,60445
10/8/11,Mondi USA,Romeoville,IL,60446
4/9/12,Village of Romeoville- Public Works,Romeoville,IL,60446
3/23/15,Amerisourcebergen,Romeoville,IL,60446
1/12/17,Midwest Air Technologies Inc.,ROMEOVILLE,IL,60446
6/26/15,Helena Chemical Company,Minooka,IL,60447
7/13/11,The Brickman Group LLC Ltd.,Mokenia,IL,60448
7/5/16,Advanced Mobility,Monee,IL,60449
5/9/11,IL Dept. of Natural Resources,Morris,IL,60450
12/1/11,Blacha Trucking & Service,Alsip,IL,60453
5/5/16,Tony's Finer Foods,Bridgeview,IL,60455
10/1/14,Pawel Chuboda Construction,Burbank,IL,60459
12/30/10,Primus Natural Stone,Romeoville,IL,60466
10/3/16,Delta Carrier Group Inc,"Forest,",IL,60466
6/20/16,International Tank Service Inc,Willow Springs,IL,60480
1/30/15,Area Erectors Inc.,Wilmington,IL,60481
11/17/15,Lineage Logistics Holdings LLC,University Park,IL,60484
4/27/16,Superior Surface Solutions,University Park,IL,60484
3/16/16,Paper Transport Inc,Bolingbrook,IL,60490
12/12/16,Kiewit Infrastructure Co.,SUMMIT,IL,60501
7/20/13,Dukane Precast Incorporated,Aurora,IL,60502
5/16/13,ATMI Precast Inc.,Aurora,IL,60506
7/6/16,Richards-Wilcox Inc,Aurora,IL,60506
4/30/10,C & F Forge,Batavia,IL,60510
12/24/10,Black Horse Carriers,Batavia,IL,60510
1/17/12,Estes Express Lines,Davenport,IA,60525
5/5/16,Acacia Association,Indian Head Park,IL,60525
8/9/12,R&A Construction of Illinois Inc.,Willowbrook,IL,60527
2/28/17,Midwest Maintenance & Industrial Inc.,MONTGOMERY,IL,60538
6/23/16,Coilplus Illnois,Plainfield,IL,60544
12/12/09,Tom's Creative Landscaping inc.,Sugar Grove,IL,60554
11/3/09,WL Construction inc.,Western Springs,IL,60558
1/31/11,Village of Western Springs,Western Springs,IL,60558
4/19/10,Midas Auto Center,Westmont,IL,60559
11/23/09,Nicor Gas,Naperville,IL,60564
8/9/10,City of Chicago Fire Department,Chicago,IL,60601
11/26/10,Chicago Police Department,Chicago,IL,60601
12/22/10,Chicago Fire Department,Chicago,IL,60601
7/5/13,Metra,Chicago,IL,60601
10/23/15,O'Sullivan Plumbing Inc.,Chicago,IL,60605
3/3/10,Peoples Gas Light and Coke Company,Chicago,IL,60606
1/22/11,Chicago Streets and Sanitation Department,Chicago,IL,60608
8/8/12,Ogden Avenue Materials Inc.,Chicago,IL,60608
9/25/12,Jet Import Inc,Chicago,IL,60608
9/25/12,Jet Import Inc,Chicago,IL,60608
10/20/09,Hunter Maintenance & Leasing inc.,Chicago,IL,60609
12/16/10,Osi Industries LLC,Chicago,IL,60609
7/30/12,Soudan Metals Company Inc.,Chicago,IL,60609
6/1/13,Pepsi Beverages,Chicago,IL,60609
9/24/15,Testa Produce Inc.,Chicago,IL,60609
1/30/15,Chicago Steel Construction LLC,Chicago,IL,60610
8/24/10,Chicago Architectural Metals Inc.,Chicago,IL,60611
9/14/13,Ravenswood Disposal Service Inc.,Chicago,IL,60612
2/24/10,Horween Leather Company,Chicago,IL,60614
5/16/15,Kiewit Infrastructure Company,Chicago,IL,60614
2/4/17,Polo Masonry Builders Inc.,CHICAGO,IL,60614
9/14/15,JMS Electric Inc.,Chicago,IL,60615
2/6/13,General Iron Industries Inc.,Chicago,IL,60616
11/24/14,Gallo Equipment Co,Chicago,IL,60617
1/21/15,ETC Logistics,Chicago,IL,60617
6/15/15,Horsehead Corporation,Chicago,IL,60617
10/26/15,FSG Track Service,Chicago,IL,60617
4/11/16,Napuck Salvage of Waupaca LLC,Chicago,IL,60617
11/18/11,Jan's Roofing Co.,Chicago,IL,60618
9/18/13,Kenny Construction Company,Chicago,IL,60618
11/16/11,Heneghan Wrecking Company,Chicago,IL,60619
8/28/13,A. Finkl & Sons Co.,Chicago,IL,60619
11/2/12,City of Chicago - Fire Department Engine Company 123,Chicago,IL,60621
9/12/13,GA Paving LLC,Chicago,IL,60621
9/26/13,Terry Rimiller,Chicago,IL,60621
9/23/16,G.W. Thiel Inc,Chicago,IL,60622
2/8/17,Stone City,CHICAGO,IL,60622
11/11/10,Karr Home Improvement,Chicago,IL,60623
1/2/16,Litgen Concrete Cutting & Coring CO,Chicago,IL,60623
10/13/10,Kraft/Nabisco Biscuit Company,Chicago,IL,60629
5/24/13,Alfons Dziezuta,Chicago,IL,60630
4/9/12,S & J Construction Co. Inc.,Chicago,IL,60633
7/7/10,City of Chicago Police Department,Chicago,IL,60636
11/24/11,University of Illinois at Chicago - Medical Center,Chicago,IL,60637
11/30/12,City of Chicago - Police Department - 3rd District,Chicago,IL,60637
4/14/10,Exeion Business Services Company,Bedford Park,IL,60638
10/14/10,AT&T,Chicago,IL,60638
5/8/15,Southwest Airlines,Chicago,IL,60638
12/10/14,Martin Mack Fire and Safety Equipment,Chicago,IL,60640
11/24/14,North Shore Towing Inc.,Chicago,IL,60641
7/1/16,The Domain Group LLC,Chicago,IL,60642
10/19/10,Welding Industrial Supply Company,Chicago,IL,60643
